seat,year,party,name,votes,votes_pc,winner
Noakhali-3,1991,BNP,Salah Uddin Kamran,11378,22.23,yes
Madaripur-1,2008,BNP,Abdullah Mohammad Hasan,11419,7.32,no
Natore-1,1996,Jatiya Samajtantrik Dal (Mahiuddin),Md. Tasnim Alam,11433,7.09,no
Faridpur-2,1991,Zaker Party,A. K. M. Khairuzzaman,11450,11.79,no
Netrokona-3,2014,JaPa,Jasim Uddin Bhuiyan,11453,6.49,
Rajshahi-2,2001,Workers Party,Fazle Hossain Badsha,11490,3.88,no
Dhaka-5,2001,IJOF,Md. Alfaz Uddin,11558,2.95,no
Pirojpur-3,2001,JP (Manju),Anwar Hossain Manju,11565,10.35,no
Barisal-4,1991,BNP,Khandakar Mazharul Islam,11576,15.83,no
Kurigram-3,2008,BNP,Md. Motiur Rahman,11590,4.64,no
Nilphamari-2,1996,BNP,Dewan Nurunnabi,11615,8.6,no
Chapai Nawabganj-3,2001,Independent,Md. Rafiqul Islam,11642,5.36,no
Narsingdi-3,2018,Islami Andolan Bangladesh,Md Wazed Hossain Bhuiyan,11643,7.34,
Kushtia-1,1996,JSD (Rab),Md. Yakub Ali,11657,6.86,no
Tangail-3,2012,JaPa,Syed Abu Yusuf Abdullah Tuhin,11684,7.59,
Tangail-6,1991,JSD (Rab),Khondokar Abdul Baten,11694,13.83,no
Lalmonirhat-2,1996,Jamaat,Md. Samsul Haque,11713,8.55,no
Rajshahi-5,2001,IJOF,Md. Makhlesur Rahman,11753,6.05,no
Manikganj-3,1991,JaPa,Nurul Aamin Khan,11771,9.34,no
Rajbari-1,1991,UCL,Ali Newaz Mahmud Khaiyam,11776,10.15,no
Chandpur-3,1991,Jamaat,Md. Abdur Rob,11781,13.61,no
Noakhali-4,1991,JaPa,Fazle Elahi,11791,12.8,no
Chandpur-1,1991,Independent,Rafiqul Islam Roni,11800,14.07,no
Patuakhali-1,2008,Islami Andolan Bangladesh,Abdur Rahman,11804,5.71,no
Chittagong-7,2001,Independent,Md. Nurul Alam Talung,11830,8.91,no
Chittagong-11,1991,JaPa,Samsul Alam,11846,10.74,no
Feni-3,1991,Jamaat,Md. Mostafa,11868,13.26,no
Barguna-1,2001,IJOF,A. Rashid,11889,7.96,no
Khulna-1,1996,BNP,Profullah Kumar Mandal,11910,10.23,no
Jhenaidah-1,1991,Jamaat,Shiraj Ali,11926,9.2,no
Habiganj-3,1991,BNP,Atik Ullah,11927,12.72,no
Kushtia-3,1991,Independent,M Amir-ul Islam,11929,8.08,no
Feni-2,1996,Jamaat,Mohammad Liakat Ali Bhuiyan,11933,7.78,no
Kishoreganj-6,1991,Bangladesh Muslim League,AKM Khalequzzaman,11953,11.41,no
Jhalokati-1,1991,Independent,Nurul Islam Sikder,12008,17.31,no
Tangail-2,1991,JaPa,Shamsul Haq Talukdar,12016,8.22,no
Sylhet-3,2008,Independent,Abdul Quiyum Choudhury,12042,6.6,no
Comilla-2,1991,Independent,Abdur Rashid,12076,12.08,no
Jamalpur-3,1991,Independent,Md. Mokhlesur Rahman,12081,9.84,no
Jhenaidah-4,1991,Independent,Mohammad Ebadot Hossain Mondal,12090,10.81,no
Patuakhali-4,1991,Islami Oikya Jote,Ershad Ullah,12118,15.66,no
Madaripur-3,1996,JaPa,Sheikh Shahidul Islam,12121,9.88,no
Patuakhali-2,2008,Independent,A.S.M. Firoz Alam,12122,6.76,no
Rajshahi-3,1991,BNP,Md. Enamul Haq,12157,7.87,no
Comilla-9,2014,JaPa,Md. Golam Mostofa Kamal,12192,6.95,
Pirojpur-3,2008,Islami Andolan Bangladesh,Shafi Mahamud Talukder,12237,8.98,no
Faridpur-1,1996,Jamaat,Habibur Rahman,12296,6.25,no
Satkhira-4,2001,Independent,Shahadat Hossain,12310,6.37,no
Sylhet-2,1991,Independent,Muhibur Rahman,12312,12.66,no
Pabna-4,1991,JSD (Rab),Panjab Ali Biswas,12322,8.58,no
Faridpur-3,1996,Jamaat,Ali Ahsan Mohammad Mojaheed,12334,7.99,no
Rajshahi-3,2014,Independent,Meraj Uddin Mollah,12343,15.06,
Faridpur-4,2018,BNP,Khandker Iqbal Hossain,12380,4.94,
Moulvibazar-2,2001,Jamaat,Shafiqur Rahman,12415,7.18,no
Patuakhali-3,1991,JaPa,Shahjahan Islam,12416,13.07,no
Chittagong-2,2014,Independent,Mahmud Hasan,12433,8.98,
Noakhali-5,1991,Jamaat,Abu Naser Md. Abduj Zaher,12499,14.32,no
Chandpur-1,1996,JaPa,Wahidur Rahman,12555,12.76,no
Panchagarh-2,1996,Jamaat,Md. Saidur Rahman,12557,9.28,no
Kurigram-3,2008,Independent,Habibul Haque Sarker,12561,5.03,no
Brahmanbaria-2,1996,Sammilita Sangram Parishad,Fazlul Hoque Amini,12567,8.87,no
Satkhira-2,2001,IJOF,Syeda Razia Fayez,12636,6.1,no
Khulna-4,1996,Jamaat,Md. Abdul Hamid,12655,8.52,no
Pabna-3,2014,Independent,Abul Kalam Azad,12673,11.02,
Kurigram-4,1996,BNP,Md. Abdul Bari Sarkar,12698,12.02,no
Comilla-2,1991,AL,Badal Kumar Roy,12699,12.71,no
Gaibandha-4,2008,Independent,Shamim Kaisar Lincoln,12720,4.56,no
Mymensingh-7,1991,JaPa,Anisur Rahman,12727,14.32,no
Natore-4,1996,Jamaat,Md. Abdul Hai Sarker,12736,7.14,no
Nilphamari-4,1991,BNP,Anisul Arefin Chowdhury,12745,12.42,no
Dhaka-2,1991,JaPa,Sudhir Kumar Hazra,12778,14.29,no
Magura-1,2015,Independent,Tapan Kumar Singha,12790,11.89,
Tangail-4,1996,JaPa,Abul Kashem Ahmed,12808,8.29,no
Dinajpur-5,1996,Jamaat,M. A. Kaiyum,12827,7.24,no
Bogra-4,1996,JaPa,Mamdudur Rahman Chowdhury,12850,8.57,no
Sunamganj-5,1991,Islami Oikya Jote,A. Salam,12851,10.44,no
Comilla-10,1991,JaPa,Habibur Rahman Mazumdar,12883,12.65,no
Lakshmipur-4,1991,Jamaat,Redowan Ullah Shahidi,12894,16.49,no
Kurigram-2,2009,BNP,Md. Tajul Islam Choudhury,12915,6.04,
Chittagong-5,1996,JaPa,Anisul Islam Mahmud,12964,10.78,no
Comilla-11,2008,JaPa,Kazi Zafar Ahmed,12980,6.71,no
Bogra-1,1996,Jamaat,Md. Shahabuddin,13007,8.88,no
Sylhet-4,1991,JSD (Rab),Monir Uddin Master,13008,24.16,no
Nilphamari-2,1991,BNP,Ahsan Ahmed,13013,12.38,no
Sunamganj-5,1991,Jamaat,Siraj Uddin,13027,10.59,no
Natore-3,2014,Workers Party,Mizanur Rahman Mizan,13027,13.9,
Gaibandha-1,2014,JaPa,Abdul Kader Khan,13044,9.78,
Gaibandha-2,1991,Independent,Azghar Ali Khan,13045,10.82,no
Shariatpur-3,1991,Jamaat,Ali Hussein Madbor,13049,9.17,no
Jamalpur-1,1996,Jamaat,Osman Gani,13054,9.85,no
Netrokona-2,2001,IJOF,Mostafizur Rahman,13073,5.8,no
Rajbari-1,1991,Zaker Party,Akkas Ali Miah,13088,11.28,no
Naogaon-4,1991,BNP,Md. Afaz Uddin Mondol,13100,10.9,no
Cox's Bazar-3,1996,JaPa,Nurul Abdar,13124,8.23,no
Gaibandha-5,1996,BNP,Md. Matiur Rahman,13188,9.83,no
Sunamganj-1,1991,Independent,Shahjahan,13224,11.06,no
Kurigram-2,1991,Jamaat,Md. Sulaiman Ali,13284,9.5,no
Comilla-10,1996,Jamaat,Rezaul Karim,13285,9.88,no
Dhaka-7,1996,JaPa,Jahangir Mohammad Adel,13287,6.86,no
Sylhet-5,1991,JaPa,M. A. Matin Chowdhury,13298,14.68,no
Mymensingh-11,2001,Independent,Md. Mohiuddin,13315,8.99,no
Sylhet-5,1996,Jamiat Ulema-e-Islam Bangladesh,Alim Uddin,13325,11.4,no
Mymensingh-8,1991,Ganatantri Party,A. H. M. Khalequzzaman,13340,18.08,no
Sunamganj-3,1991,Jamiat Ulema-e-Islam Bangladesh,Syed Shamsul Islam,13358,15.51,no
Rajbari-1,1991,JaPa,Golam Mustafa,13390,11.54,no
Dinajpur-6,2001,Independent,Azizul Haque Chowdhury,13394,4.82,no
Noakhali-1,1991,AL,Rafiq Uddin Ahmad,13395,19.99,no
Dinajpur-3,1996,Jamaat,Muzibur Rahman,13396,8.8,no
Habiganj-1,1991,BNP,Faruk Bakht Chowdhury,13416,12.5,no
Kurigram-2,2009,Islami Andolan Bangladesh,Md. Mustafizur Rahaman,13439,6.29,
Pirojpur-2,2001,AL,A. Hakim,13453,17.58,no
Barisal-2,1991,BNP,M. A. Rahman Mallik,13465,12.24,no
Lakshmipur-4,1996,AL,Abdul Wahed,13465,14.06,no
Chittagong-8,1991,Jamaat,Md. Abu Taher,13466,10.11,no
Faridpur-1,1991,BNP,A K M Shamsul Bari,13485,8.4,no
Patuakhali-4,1996,Independent,Abdul Khaleq,13487,15.07,no
Bogra-4,2014,JaPa,Md. Nurul Amin Bachhu,13489,37.79,
Netrokona-3,1991,Jamaat,A. Aziz Bhuyan,13511,11.57,no
Narail-1,1991,Independent,Gazi Asraf Ul Alam,13533,13.17,no
Kurigram-1,1991,BNP,Md. Khairul Alam,13543,11.31,no
Jamalpur-1,1996,BNP,A. K. M. Mainul Haque,13574,10.25,no
Munshiganj-2,1991,Independent,Sirajul Alam Fuku,13582,11.46,no
Dinajpur-1,1991,BNP,Md. A. Mannan,13603,11.69,no
Dinajpur-5,1991,BNP,Samsuddin Ahmed,13622,9.45,no
Kishoreganj-1,1991,JaPa,Md. Sohrab Uddin,13661,13.63,no
Dinajpur-2,1996,Jamaat,Mahbub Alam,13663,9.55,no
Thakurgaon-2,1991,JaPa,Md. Abdul Karim,13720,14.22,no
Rajshahi-2,1996,JaPa,Md. A. Matin Khan,13747,5.57,no
Tangail-4,2001,Krishak Sramik Janata League,Abdul Kader Siddique,13747,7.26,no
Barguna-2,1991,AL,Golam Kabir,13764,19.94,no
Chandpur-2,1991,JaPa,Shamsul Haque,13781,14.65,no
Pirojpur-2,1996,AL,Altaf Hossain,13811,26.03,no
Meherpur-1,2014,Independent,Adv. Yarul Islam,13919,14.8,
Dinajpur-3,2001,IJOF,Mokhlesur Rahman,13952,7.04,no
Bogra-2,1991,Independent,Md. Abul Kasem Fakir,13967,13.97,no
Nilphamari-4,1991,Jamaat,Md. Lutfor Rahaman,13972,13.62,no
Brahmanbaria-2,1991,JaPa,Humayun Kabir,13985,11.99,no
Mymensingh-8,1991,Independent,Md. Akhter Hossain Vuiyan,13992,18.96,no
Gopalganj-1,1991,Jamaat,A. K. Imdadul Haque,13992,11.49,no
Dhaka-8,1996,JaPa,Saifuddin Ahmed,14022,8.93,no
Nilphamari-4,1996,Jamaat,Md. Mozammel Haque Shah,14043,10.3,no
Natore-3,1991,BNP,Md. Ashraful Islam,14049,13.26,no
Kushtia-2,2008,Independent,Md. Abdul Khalek,14051,4.85,no
Tangail-6,1991,Independent,Kh. Enamul Kabir Shahid,14079,16.65,no
Chittagong-7,1996,Independent,Md. Nurul Alam,14086,14.94,no
Moulvibazar-2,2008,BNP,A. N. M. Abed Raza,14105,6.63,no
Faridpur-3,1991,Zaker Party,Abdul Mannan Molla,14111,10.62,no
Munshiganj-2,1996,JaPa,Abul Bashar,14116,12.16,no
Barisal-2,1996,Workers Party,Rashed Khan Menon,14124,11.77,no
Rajshahi-4,2018,BNP,Abu Hena,14157,6.83,
Sylhet-6,1996,Jamaat,Habibur Rahman,14163,9.31,no
Brahmanbaria-4,1991,JaPa,Jahangir Osman Bhuiyan,14198,12.09,no
Khulna-1,1991,BNP,M. Nurul Islam,14203,15.11,no
Khulna-3,1991,JaPa,S. M. A. Rob,14246,14.77,no
Comilla-7,2008,LDP,Redwan Ahmed,14276,8.43,no
Mymensingh-4,1991,BAKSAL,Zalil,14285,11.22,no
Narsingdi-2,2001,IJOF,Delwar Hossain Khan,14292,11.13,no
Sylhet-4,1996,Jamiat Ulema-e-Islam Bangladesh,Nurul Islam,14294,15.38,no
Manikganj-1,2014,JSD (Rab),Afzal Hossain Khan Zoki,14300,14.99,
Lalmonirhat-2,2001,AL,Md. Emdadul Haque Chowdhury,14309,8.17,no
Mymensingh-1,2016,Independent,Selima Khatun,14338,7.71,
Barisal-3,1991,Jamaat,Syed Narul Haq,14346,17.82,no
Sylhet-5,1996,Sammilita Sangram Parishad,Md. Habibur Rahman,14356,12.28,no
Dhaka-11,2001,IJOF,Sheikh Shawkat Hossain Nilu,14384,3.84,no
Lalmonirhat-2,1996,BNP,Md. Abdul Mannan Sarkar,14399,10.51,no
Chandpur-1,1991,JaPa,A. K. S. M. Shahidul Islam,14406,17.18,no
Comilla-4,1991,Jamaat,Mostafa Sarkar,14418,15.59,no
Jamalpur-2,1991,Jamaat,Samiul Haq,14487,17.77,no
Barisal-2,2001,IJOF,Golam Kibria Tipu,14491,9.15,no
Lakshmipur-3,2018,BNP,Shahiduddin Chowdhury Annie,14492,,
Lakshmipur-3,2018,BNP,Shahiduddin Chowdhury Annie,14492,,no
Sylhet-4,1991,BNP,Nazim Kamran Choudhury,14508,26.95,no
Natore-3,1991,JaPa,Md. Yakub Islam,14516,13.7,no
Kushtia-2,1991,AL,Md. Shafiul Islam,14553,10.27,no
Sylhet-5,1991,BNP,Harris Chowdhury,14596,16.11,no
Gopalganj-1,1991,BAKSAL,Mukul Chandra Basu,14602,11.99,no
Tangail-6,2014,Independent,Kazi ATM Anisur Rahman Bulbul,14621,18.07,
Narsingdi-5,1991,Independent,Moin Uddin Bhuiyan,14642,9.04,no
Satkhira-2,1996,BNP,M. Monsur Ali,14682,8.67,no
Rajshahi-5,1996,Jamaat,Md. Abdul Mannan,14688,9.26,no
Gopalganj-1,2001,Independent,Ali Azam,14755,7.97,no
Habiganj-4,2014,Independent,Syed Tanvir Ahmed,14765,10.51,
Dhaka-4,2014,Independent,Awlad Hossain,14787,45.42,
Tangail-1,1991,JSD (Siraj),Md. Abdus Samad,14810,15.2,no
Panchagarh-2,1991,Jamaat,Md. Saidur Rahman,14815,13.7,no
Rajbari-1,2001,IJOF,Md. Emdadul Haq Biswas,14843,7.51,no
Joypurhat-2,1996,Jamaat,Kamal Uddin,14850,9.25,no
Rangpur-2,2008,Independent,Mohammad Ali Sarker,14850,6.75,no
Lalmonirhat-1,1991,Independent,Abid Ali,14876,13.39,no
Rajshahi-3,1991,CPB,Md. Ibrahim Hossain,14891,9.65,no
Noakhali-2,1996,Jamaat,Md. Nurullah,14894,8.09,no
Thakurgaon-2,1996,Jamaat,Abdul Hakim,14933,13.05,no
Pabna-3,1996,Jamaat,Md. Afzal Hossain,14936,8.04,no
Patuakhali-3,2008,Islami Andolan Bangladesh,Abu Bakar Siddik,14970,7.6,no
Natore-2,2001,IJOF,Mojibur Rahman Sentu,15012,7.18,no
Noakhali-5,1991,BNP,Md. Zakir Hossain,15047,17.24,no
Sylhet-5,1996,JaPa,Md. Abdul Rakib,15054,12.88,no
Mymensingh-7,1991,Jamaat,Fazlul Haq,15060,16.95,no
Bhola-3,1991,Independent,AKM Nazrul Islam,15071,18.33,no
Mymensingh-8,1991,BNP,Golam Nabi,15095,20.46,no
Mymensingh-3,2014,Independent,Naznin Alam,15123,25.72,
Moulvibazar-3,1996,JaPa,Gias Uddin Chowdhury,15170,8.92,no
Noakhali-1,1996,JaPa,Moudud Ahmed,15181,22.53,no
Tangail-2,1996,JaPa,Md. Shamim Al Mamun,15188,9.09,no
Sylhet-5,1991,Jamaat,Farid Uddin Chowdhury,15207,16.79,no
Rajshahi-5,1991,JaPa,Mohammad Nurun Nabi Chand,15241,11.7,no
Sylhet-6,1991,Jamaat,Fazlur Rahman,15267,12.13,no
Moulvibazar-1,1996,JaPa,Masuk Ahmed Chowdhury,15335,18.31,no
Feni-3,2014,JaPa,Anowarul Kabir (Rintu Anowar),15341,21.03,
Sylhet-3,2001,IJOF,Abdul Mukit Khan,15402,12.99,no
Dhaka-4,2001,IJOF,Syed Abu Hossain Babla,15413,5.3,no
Natore-3,1996,JaPa,Md. Abul Hassan,15420,12.74,no
Madaripur-2,1991,Bangladesh National Congress,Abdul Mannan Shikdar,15436,11.65,no
Bogra-7,1991,Jamaat,Zamat Ali Prang,15440,12.31,no
Noakhali-1,1996,AL,Md. V. P. Mostofa,15440,22.92,no
Barisal-3,1991,Independent,Md. Tofazzal Haq Chowdhury,15477,19.23,no
Kurigram-2,2001,BNP,Md. Lutfar Rahman,15508,6.25,no
Rangpur-1,1991,Jamaat,Shah Md. Ruhul Islam,15515,17.52,no
Naogaon-3,1991,Jamaat,Md. Hafez Uddin Mondol,15538,9.18,no
Gaibandha-5,1991,BNP,Rostam Ali Molla,15545,14.13,no
Pirojpur-2,1991,AL,A. Hakim,15560,23.77,no
Sherpur-1,1991,Independent,Nizam Uddin Ahmed,15562,13.66,no
Dinajpur-4,1991,BNP,Abdul Halim,15566,12.57,no
Narsingdi-3,2008,BNP,Tofazzal Hossain,15646,8.7,no
Jessore-3,2001,IJOF,Md. Mahabubul Alam,15649,5.33,no
Netrokona-3,1996,JaPa,A. Mannan Bhuiyan,15652,10.11,no
Barisal-6,1996,JaPa,ABM Ruhul Amin Hawlader,15661,15.58,no
Nilphamari-2,2024,Independent,Md. Zainal Abidin,15664,,
Bogra-7,1996,Jamaat,Md. Fazle Rabbi,15678,10.52,no
Satkhira-2,2014,Independent,Saiful Karim Sabu,15789,31.41,
Kurigram-3,1991,JaPa,Md. Golam Mostafa,15799,18.26,no
Nilphamari-1,2014,JaPa,Jafar Iqbal Siddiki,15848,16.3,
Kurigram-4,1991,Jamaat,Md. Sirajul Haque,15854,21.06,no
Narayanganj-4,1991,JaPa,M. A. Sattar,15859,11.72,no
Feni-1,1996,JaPa,Zafar Imam,15897,13.57,no
Khulna-5,1996,Jamaat,A. K. M. Gausul Azam,15960,9.42,no
Chandpur-3,1996,JaPa,Harunur Rashid Khan,15977,16.06,no
Comilla-5,1991,Jamaat,Abdur Rouf,16048,14.81,no
Lakshmipur-3,1996,Jamaat,Alhaj Md. Safiq Ullah,16124,,no
Barguna-2,2014,Independent,Abul Hossain Sikder,16129,11.84,
Barguna-2,2008,Islami Andolan Bangladesh,Sayed Ashak Md. Abul Khair,16138,9.31,no
Comilla-10,1991,Jamaat,Md. Abdur Rab Patwari,16151,15.86,no
Chapai Nawabganj-3,1996,JaPa,Ruhul Amin,16190,9.04,no
Manikganj-2,2001,IJOF,Abdur Rouf Khan,16203,14.65,no
Kishoreganj-5,1991,Bangladesh Muslim League,A. H. M. Kamruzzaman Khan,16205,14.17,no
Noakhali-4,1991,Jamaat,Borhan Uddin,16216,17.61,no
Bogra-1,1991,Independent,Md. Taherul Islam,16224,12,no
Brahmanbaria-1,1991,AL,A. K. M. Mijanur Rahman,16229,17.93,no
Cox's Bazar-1,1991,BNP,Mahmudul Karim,16238,14.98,no
Sirajganj-5,1996,JaPa,Omor Faruk,16301,11.59,no
Chandpur-1,1996,Independent,Rafiqul Islam Roni,16337,16.61,no
Netrokona-2,1991,JaPa,Ashraf Uddin Khan,16344,13.75,no
Panchagarh-1,1996,Jamaat,Md. Abdul Khaleq,16356,9.97,no
Jhalokati-1,1991,AL,Abdul Kuddus,16357,23.58,no
Panchagarh-2,2001,IJOF,Md. Shafiul Alam Pradhan,16357,8.97,no
Jessore-6,1996,Jamaat,Md. Moktar Ali,16390,16.27,no
Kurigram-1,1996,Jamaat,Md. Kamruddin,16401,9.8,no
Chittagong-2,2001,Independent,Md. Nurul Mostafa Kamal Chowdhury,16424,12,no
Noakhali-3,1996,AL,Mahmudur Rahman Belayet,16458,29.22,no
Tangail-6,2001,Independent,Golam Mohammad Khan,16462,12.73,no
Faridpur-3,1991,Jamaat,Ali Ahsan Mohammad Mojaheed,16502,12.42,no
Thakurgaon-2,2001,IJOF,Sree Suresh Chandra Singh,16565,10.28,no
Thakurgaon-1,2001,IJOF,Md. Noor Alam Chowdhury,16647,6.63,no
Sunamganj-1,1996,JaPa,Ali Amzad,16668,10.14,no
Comilla-2,1996,AL,Abdur Rashid,16712,10.63,no
Sunamganj-1,2008,Independent,Nozir Hossain,16716,6.27,no
Moulvibazar-1,2001,IJOF,Makhaddas Ali,16767,14.76,no
Meherpur-1,1999,Independent,Hisab Uddin,16785,38.03,no
Comilla-4,2014,Independent,Roshon Ali,16808,21.51,
Chandpur-5,1991,JaPa,Abdul Wadud Khan,16821,14.09,no
Brahmanbaria-2,1996,JaPa,Md. Mobarak Hossain,16829,11.87,no
Khulna-6,1996,BNP,G. A. Sabur,16835,9.71,no
Barisal-4,1991,Jamaat,Md. Mahmud Hossain Al Mamun,16943,23.18,no
Manikganj-2,1991,JaPa,Rezaur Rahman,16956,14.02,no
Moulvibazar-4,2001,IJOF,Md. Askir Miah,16975,7.76,no
Sylhet-4,1996,Independent,Dildar Hossain Selim,17009,18.3,no
Madaripur-2,1996,JaPa,Golam Moula,17031,11.69,no
Gaibandha-5,1991,Jamaat,Abdul Gafur,17056,15.5,no
Kurigram-4,1996,Jamaat,Md. Sirajul Haque,17064,16.16,no
Sylhet-1,2001,IJOF,A. Mukit Khan,17090,6.83,no
Jamalpur-4,2014,BNF,Mostafa Babul,17124,25.8,
Chittagong-11,1996,JaPa,Samsul Alam,17148,14.71,no
Naogaon-2,1996,JaPa,Azizur Rahman,17170,10.73,no
Mymensingh-1,1991,BNP,Tafazzal Hossain Khan,17171,23.1,no
Kurigram-4,2008,Independent,Md. Eman Ali,17183,8.74,no
Barguna-2,1996,JaPa,Khandoker Mahbub Hossain,17234,21.4,no
Thakurgaon-1,1996,Jamaat,Md. Rafiqul Islam,17242,9.34,no
Lakshmipur-1,1996,AL,Safiqul Islam,17244,26.5,no
Dhaka-5,2008,JaPa,Syed Abu Hossain,17246,6.08,no
Gopalganj-3,1991,BKA,Hafez Omar Ahmed,17256,18.34,no
Dinajpur-5,1991,Jamaat,M. A. Kaiyum,17265,11.98,no
Thakurgaon-2,1991,Jamaat,Abdul Hakim,17288,17.92,no
Bogra-1,1991,AL,Abdul Mannan,17289,12.79,no
Panchagarh-2,1991,BNP,Md. Abdul Aziz,17300,16,no
Satkhira-4,1991,JaPa,M. Mansur Ali,17332,13.31,no
Mymensingh-6,1996,Jamaat,Jasim Uddin,17378,16.12,no
Patuakhali-1,2001,IJOF,Mohammad Keramat Ali,17388,8.95,no
Sylhet-2,2014,Independent,Muhibur Rahman,17389,26.53,
Noakhali-5,1996,Jamaat,Abu Naser Md. Abduj Zaher,17445,15.91,no
Pabna-1,1991,JaPa,Monzur Kader,17451,11.54,no
Sunamganj-3,1996,BNP,Dewan Joinul Jakerin,17451,16.16,no
Kurigram-1,2008,Islami Andolan Bangladesh,Golam Mostofa Md. Ansar Ali,17465,5.44,no
Sylhet-3,1991,BNP,Shafi Uddin Ahmed Chowdhury,17470,20.06,no
Sylhet-1,1991,Jamaat,Shafiqur Rahman,17517,14.96,no
Kurigram-4,2001,JP (Manju),Md. Golam Hossain,17568,11.38,no
Cox's Bazar-4,1996,Jamaat,Shah Jalal Chowdhury,17607,17.44,no
Chittagong-9,2018,BNP,Dr. Shahadat Hossain,17642,7.29,
Netrokona-1,2014,Independent,Mustaque Ahmed Ruhi,17665,16.94,
Sylhet-3,2008,JaPa,Atiqur Rahman Atique,17674,9.69,no
Brahmanbaria-1,2001,Independent,SAK Ekramuzzaman,17676,14.11,no
Sunamganj-5,1991,Ganatantri Party,Mohibur Rahman Manik,17695,14.38,no
Thakurgaon-2,1991,BNP,Md. Altafur Rahman,17707,18.35,no
Lalmonirhat-1,1996,Jamaat,Md. Ynus Ali,17710,12.76,no
Bogra-2,2001,IJOF,Shariful Islam Jinnah,17716,9.67,no
Sunamganj-3,2001,IJOF,Abu Khaled Chowdhury,17738,11.71,no
Shariatpur-1,1996,Independent,Tanai Molla,17764,13.64,no
Gazipur-3,1991,Jamaat,Yusuf Ali,17769,17.27,no
Dhaka-4,2014,JaPa,Sayed Abu Hossain,17772,54.58,
Rangpur-2,2001,Jamaat,ATM Azharul Islam,17788,9.41,no
Bagerhat-3,1991,BNP,A S M Mustafizur Rahman,17812,17.95,no
Thakurgaon-3,1991,Jamaat,Mizanur Rahman,17841,15,no
Sirajganj-3,1996,Jamaat,A. B. M. Abdus Sattar,17845,10.69,no
Comilla-5,1991,JaPa,Mohammad Yunus,17852,16.48,no
Bogra-7,2014,JaPa,Altaf Ali,17879,63.89,
Satkhira-2,1991,BNP,Farida Rahman,17883,15.16,no
Tangail-6,1991,AL,Abdul Mannan,17936,21.21,no
Kishoreganj-4,1991,JaPa,Mujibul Haque,17952,16.73,no
Narsingdi-3,2001,IJOF,Md. Sajahan,17966,14.38,no
Rajshahi-4,1996,Jamaat,Mokshed Ali,17996,11.98,no
Sylhet-1,1996,Jamaat,Shafiqur Rahman,18029,9.84,no
Chittagong-15,1996,Jamaat,Muminul Haque Chowdhury,18070,15.11,no
Mymensingh-3,1991,BNP,Md. Nazmul Huda,18127,21.12,no
Natore-2,1996,Jamaat,Md. Yunus Ali,18169,11.03,no
Panchagarh-1,1991,NDP,Shafiul Alam Prodhan,18178,14.7,no
Jessore-6,1996,JaPa,G. M. Ershad,18180,18.05,no
Barguna-2,1996,AL,Golam Kabir,18185,22.58,no
Mymensingh-8,1996,BNP,Khurram Khan Chowdhury,18190,19.89,no
Gaibandha-3,2014,Independent,SM Khademul Islam Khudi,18204,12.32,
Mymensingh-8,1991,JaPa,Khurram Khan Chowdhury,18209,24.68,yes
Madaripur-3,2001,Jamaat,Fariduddin Ahmad,18245,10.61,no
Noakhali-2,1991,Jamaat,Abul Kasem,18248,14.04,no
Magura-2,1991,JaPa,Nitai Roy Chowdhury,18301,13.08,no
Dhaka-4,1996,JaPa,Kazi Jafar Ahmed,18317,8.38,no
Faridpur-4,1991,Zaker Party,Md. Adel Uddin Hawladar,18348,21.03,no
Jamalpur-1,1991,Jamaat,Osman Gani,18385,21.6,no
Madaripur-3,1991,Jamaat,Farid Uddin,18424,16.47,no
Brahmanbaria-4,1991,Independent,Sadeq Ali,18429,15.69,no
Barisal-4,2008,Islami Andolan Bangladesh,Sayed Md. Mosaddeq Billah,18455,9.21,no
Khulna-1,2001,CPB,Acinta Kumar Biswas,18512,12.24,no
Mymensingh-9,2001,Independent,Md. Abdul Matin Bhuiya,18553,12.34,no
Manikganj-2,2001,BNP,Jamilur Rashid Khan,18566,16.79,no
Comilla-1,2014,Independent,Naim Hasan,18572,16.69,
Narail-1,1996,JaPa,Gazi Asraf Ul Alam,18622,16.77,no
Chittagong-15,1996,JaPa,Mahmudul Islam Chowdhury,18624,15.58,no
Jhenaidah-1,2014,Independent,Md. Nayeb Ali Zoarder,18628,14.19,
Noakhali-6,1991,JaPa,Mohammad Ali,18655,29.31,no
Kurigram-3,1996,BNP,AKM Maidul Islam,18662,17.77,no
Chandpur-5,1996,JaPa,Tofazzal Haidar Chowdhury,18700,12.34,no
Barguna-1,1996,BNP,Md. Abdur Rahman,18703,16.23,no
Sherpur-1,1991,Jamaat,Muhammad Kamaruzzaman,18709,16.42,no
Shariatpur-1,1991,BAKSAL,Md. Mojibor Rahman,18754,16.3,no
Dhaka-6,1996,JaPa,Abdus Salam,18797,8.13,no
Pirojpur-2,1996,AL,M. Matiur Rahman,18801,35.43,no
Brahmanbaria-5,1991,Independent,Golam Morshed,18844,13,no
Shariatpur-2,2001,BNP,TM Giasuddin Ahmed,18861,18.69,no
Kurigram-3,1991,Islamic Al Zihad Dal,Matiar Rahaman,18938,21.88,no
Barisal-3,1991,AL,Abdul Bari,18952,23.55,no
Dinajpur-3,1991,Jamaat,Md. Abul Kashem,18969,16,no
Lakshmipur-3,1991,AL,A.K.M. Shahjahan Kamal,18993,,no
