seat,turnout_pc_std
Cox's Bazar-3,23.0968973385316
Lakshmipur-2,22.4289990860047
Bhola-2,22.1551160382126
Chittagong-4,22.0918348415578
Sylhet-4,21.3807350980581
Barisal-4,20.854176240424
Noakhali-4,20.8219435532165
Bhola-4,20.7739219535776
Noakhali-5,20.7545175805173
Sylhet-2,19.9791558046547
Noakhali-2,19.5424964287234
Barisal-3,19.1903621643782
Mymensingh-2,19.1219550952999
Patuakhali-1,19.0897005389468
Jamalpur-1,19.0753549551946
Moulvibazar-3,19.0737253833644
Patuakhali-3,18.9863766948831
Noakhali-1,18.9698884199846
Kurigram-4,18.9216586658429
Noakhali-6,18.855768348174
Comilla-11,18.8468167073381
Jamalpur-3,18.3256423261687
Lakshmipur-1,18.3254604307777
Comilla-4,18.3075576379447
Sirajganj-1,18.3027866730725
Chittagong-9,18.2542004298554
Bhola-3,18.2209357608219
Kurigram-1,18.0463061779043
Shariatpur-2,17.9774627427417
Mymensingh-1,17.9096575437202
Chandpur-5,17.7710204171473
Sunamganj-3,17.6320494176561
Comilla-2,17.5190372642639
Patuakhali-2,17.3993294889966
Noakhali-3,17.3981799814425
Feni-2,17.3207005247093
Jhalokati-2,17.1802939439347
Mymensingh-5,17.0486558609958
Comilla-10,17.0361380600182
Jhalokati-1,17.0321998970577
Feni-3,16.9452058116743
Gaibandha-1,16.8537582356775
Narayanganj-5,16.7290914278092
Comilla-5,16.7215180730299
Barisal-2,16.6909156928752
Jamalpur-2,16.6608073033692
Chandpur-1,16.6451945017173
Mymensingh-8,16.5936483832419
Chittagong-12,16.5207949768365
Mymensingh-9,16.4615460999263
Sunamganj-1,16.4517476275319
Nilphamari-4,16.428873718751
Mymensingh-6,16.4085343647749
Sherpur-3,16.3990599324067
Chittagong-6,16.3370744014955
Chandpur-3,16.2774639711883
Jamalpur-5,16.015487296156
Patuakhali-4,16.010309178776
Dhaka-4,15.8800713684374
Habiganj-1,15.7863601462359
Madaripur-1,15.7625082606375
Comilla-3,15.734992850332
Cox's Bazar-1,15.6986995215103
Sylhet-5,15.6794982912932
Chittagong-14,15.5639273107186
Bogra-1,15.5594558602371
Gopalganj-2,15.5264290807642
Kishoreganj-4,15.5255434687485
Shariatpur-1,15.504273604397
Sylhet-1,15.5016128193166
Kishoreganj-1,15.4937621856884
Chittagong-15,15.4711290258124
Cox's Bazar-2,15.451105677804
Netrokona-3,15.4309213377988
Lakshmipur-4,15.4213056083675
Tangail-1,15.4059512310449
Kishoreganj-5,15.401623291069
Chandpur-2,15.3976188635343
Barisal-6,15.3831888761726
Sirajganj-5,15.3282690912358
Pirojpur-3,15.2893208918295
Tangail-6,15.1814305430461
Pirojpur-2,15.1676300060359
Barguna-1,15.1673717784812
Netrokona-1,15.162755906057
Rangpur-6,15.1051867471629
Sunamganj-5,15.1039454006782
Habiganj-3,15.0879642982964
Manikganj-2,15.0624367218588
Sherpur-1,15.0623979941221
Kurigram-2,14.9770936210379
Kurigram-3,14.9059719575746
Brahmanbaria-4,14.8910207843519
Feni-1,14.8782559461786
Pirojpur-1,14.7991835360378
Gopalganj-3,14.7203657110368
Gaibandha-5,14.6908985429755
Madaripur-3,14.6667424240468
Comilla-9,14.5589605856096
Cox's Bazar-4,14.5468209585462
Comilla-1,14.5204166606885
Sirajganj-3,14.5073257356413
Shariatpur-3,14.4935330406358
Jamalpur-4,14.4554487996741
Faridpur-4,14.4543822651356
Mymensingh-3,14.4520759754438
Bogra-2,14.4352577623909
Gaibandha-4,14.4326885922201
Chandpur-4,14.3520904400718
Tangail-8,14.3037291174947
Mymensingh-7,14.2718837812906
Faridpur-1,14.1961262321804
Nilphamari-3,14.058775432685
Manikganj-1,14.0236407540981
Dinajpur-6,14.0105912318741
Sylhet-6,13.9874646261096
Barisal-5,13.9585994999498
Panchagarh-2,13.9558828694808
Kushtia-2,13.9059939114997
Sylhet-3,13.8508724153631
Netrokona-2,13.8365156982048
Bagerhat-3,13.8320882973854
Kishoreganj-6,13.8009661497544
Comilla-7,13.7786066058945
Narail-1,13.7303495949666
Brahmanbaria-5,13.7070541449771
Khulna-2,13.6639428179912
Sirajganj-2,13.5829243292206
Faridpur-2,13.5807461748855
Pabna-2,13.4636547786996
Habiganj-4,13.3032264256959
Sherpur-2,13.2943597062815
Narsingdi-4,13.2771420117433
Gaibandha-3,13.2167507353358
Rangpur-1,13.1278330275792
Barguna-2,13.1183078177027
Brahmanbaria-3,13.0790863595283
Dhaka-6,13.0767924201618
Chittagong-13,13.0612658906657
Khulna-4,13.042111281026
Munshiganj-2,13.0118855922832
Comilla-8,12.9765172523293
Tangail-2,12.9616099823029
Dhaka-5,12.9112354172635
Lalmonirhat-2,12.8927305098648
Bagerhat-1,12.8824169574916
Panchagarh-1,12.8792365198149
Chuadanga-2,12.8761730857166
Comilla-6,12.8143149121077
Netrokona-4,12.8034825991473
Brahmanbaria-6,12.7706368935409
Narsingdi-5,12.767014790728
Mymensingh-4,12.723567371876
Mymensingh-11,12.6991797635385
Madaripur-2,12.640806936268
